index,Tahun,Comments,preprocessed,tokenize_text,label,score
1040,2021,Ini mah bala bala alias bakwan.,mah bala bala alias bakwan,"['mah', 'bala', 'bala', 'alias', 'bakwan']",netral,-10
1041,2021,Siska lu ngomong jorok astaga,siska lu omong jorok astaga,"['siska', 'lu', 'omong', 'jorok', 'astaga']",negatif,-10
1042,2021,@cipehh.hh dahlah orang kaya mah bebas,h dah orang kayak mah bebas,"['h', 'dah', 'orang', 'kayak', 'mah', 'bebas']",negatif,-10
1043,2021,Kode dagingny aja gk paham ?????? cuma tau kode pensil buat ujian ljk itupun ada tulisannya,kode dagingny paham wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata tau kode pensil uji ljk itu tulis,"['kode', 'dagingny', 'paham', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'tau', 'kode', 'pensil', 'uji', 'ljk', 'itu', 'tulis']",negatif,-10
1044,2021,Pengen ku marah. Sakit nih org,pengin ku marah sakit nih orang,"['pengin', 'ku', 'marah', 'sakit', 'nih', 'orang']",negatif,-10
1045,2021,@i_n_i_p_i_p_i_k07 hahhahaa...gw denger aja panik..mana tgl tua,hahhaha gue dengar panik tanggal tua,"['hahhaha', 'gue', 'dengar', 'panik', 'tanggal', 'tua']",netral,-10
1046,2021,"????,,aku malah bingung bang itu beraknya bisa di daur ulang kagak ya????",wajah gembira urai air mata wajah gembira urai air mata aku bingung bang berak daur ulang kagak ya wajah gembira urai air mata wajah gembira urai air mata,"['wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'aku', 'bingung', 'bang', 'berak', 'daur', 'ulang', 'kagak', 'ya', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-10
1047,2021,@dimsthemeatguy  daging steak abang di curi siska khol bang ????????,daging steak abang curi siska khol bang moa wajah sangat takut moa moa,"['daging', 'steak', 'abang', 'curi', 'siska', 'khol', 'bang', 'moa', 'wajah', 'sangat', 'takut', 'moa', 'moa']",netral,-10
1048,2021,Gimana kalo kita ambil aja mesin es krimnya daripada meresahkan ?? @nurliahasyim @renideboraa,kalo ambil mesin es krim resah wajah gembira urai air mata,"['kalo', 'ambil', 'mesin', 'es', 'krim', 'resah', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,-10
1049,2021,Orang kaya Gabut Ny beda,orang kayak gabut nya beda,"['orang', 'kayak', 'gabut', 'nya', 'beda']",negatif,-10
1050,2022,"Ini baru sultan tapi gak sok polos kek cewek sebelah,apa apa sok gak tau",sultan sok polos kayak cewek belah sok tau,"['sultan', 'sok', 'polos', 'kayak', 'cewek', 'belah', 'sok', 'tau']",positif,-10
1051,2022,Hal sweet seperti ini tidak berlaku buat suamiku @aguzssnto tersayang karna baginya aku mendapat hukuman adalah hal yang sangat di nanti nanti ( sekalian bls dendam gitu) ????????,sweet laku suami sayang bagi hukum balas dendam wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['sweet', 'laku', 'suami', 'sayang', 'bagi', 'hukum', 'balas', 'dendam', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,-10
1052,2022,Emang jodoh ya saling melengkapi. Si sisca tahan bet sama pedas si jess nya kurang kuat pedas. Real jodoh saling melengkapi,jodoh ya lengkap sih sisca tahan banget pedas sih jes nya kuat pedas real jodoh lengkap,"['jodoh', 'ya', 'lengkap', 'sih', 'sisca', 'tahan', 'banget', 'pedas', 'sih', 'jes', 'nya', 'kuat', 'pedas', 'real', 'jodoh', 'lengkap']",positif,-10
1053,2023,@reniii2929 perasaanya laper laah pake nanya lagii trs lu pikirr org yg makan cm sekali sehari bs beli kuota atau bahkan punya hp????????? idioo tsss,perasaanya laper laah pakai lu pikir orang makan hari beli kuota hp wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata idio ts,"['perasaanya', 'laper', 'laah', 'pakai', 'lu', 'pikir', 'orang', 'makan', 'hari', 'beli', 'kuota', 'hp', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'idio', 'ts']",negatif,-10
1054,2023,Kak @siscakohl &bg @jessnolimit  Jagan banyak makan yg pedas pedas saat Hamill kasihan baby no limit ^_^,kak bang jagan makan pedas pedas hamil kasihan baby no limit ,"['kak', 'bang', 'jagan', 'makan', 'pedas', 'pedas', 'hamil', 'kasihan', 'baby', 'no', 'limit']",negatif,-10
1055,2023,Kak kenapa ga bagi bagi makanan ke fakir miskin atau anak yatim sesekali,kak makan fakir miskin anak yatim,"['kak', 'makan', 'fakir', 'miskin', 'anak', 'yatim']",negatif,-10
1056,2023,Orang kaya kalo gabut beda ya,orang kayak kalo gabut beda ya,"['orang', 'kayak', 'kalo', 'gabut', 'beda', 'ya']",negatif,-10
1057,2023,"@umihardianti serem banget , yaiyalah bu yakali sofa diminum",seram banget yaiyalah bu yakali sofa minum,"['seram', 'banget', 'yaiyalah', 'bu', 'yakali', 'sofa', 'minum']",netral,-10
1058,2023,@umihardianti iya atuu da susah kalo sofa di minum ma??,iya dah susah kalo sofa minum wajah menang,"['iya', 'dah', 'susah', 'kalo', 'sofa', 'minum', 'wajah', 'menang']",netral,-10
1059,2023,"Sisca di gituin dia santai duitnya banyak tinggal beli lahi, gw di gituin gw timpuk sandal beli baju aja make milih mana yg diskon ??????????",sisca begitu santai duit tinggal beli lah gue begitu gue timpuk sandal beli baju pakai pilih diskon wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['sisca', 'begitu', 'santai', 'duit', 'tinggal', 'beli', 'lah', 'gue', 'begitu', 'gue', 'timpuk', 'sandal', 'beli', 'baju', 'pakai', 'pilih', 'diskon', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-10
1060,2023,@sia_paaku2020 halah smp puber otak bokep,halah puber otak bokep,"['halah', 'puber', 'otak', 'bokep']",negatif,-10
1061,2024,Akhirnya ada barangku yg sama ama siscaa???? anaku pake libby ya biarpun keitung jari yg merk ini wkwk,barang sisca wajah gembira urai air mata wajah gembira urai air mata ana pakai libby ya biarpun keitung jari merk wkwk,"['barang', 'sisca', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'ana', 'pakai', 'libby', 'ya', 'biarpun', 'keitung', 'jari', 'merk', 'wkwk']",negatif,-10
1062,2024,"@kang_komen69 lah ngapain tersinggung, org gue komen bnr kok,di agama jg ngajarin buat cari yg sekufu, lo kali otak lo rendahan noh, otak dengkul ig aja fake ????",kapai singgung orang gue komen agama ajar cari kufu lo kali otak lo rendah noh otak dengkul ig fake tertawa terbahakbahak tertawa terbahakbahak,"['kapai', 'singgung', 'orang', 'gue', 'komen', 'agama', 'ajar', 'cari', 'kufu', 'lo', 'kali', 'otak', 'lo', 'rendah', 'noh', 'otak', 'dengkul', 'ig', 'fake', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",netral,-10
1063,2024,@mariostrss01_ Bagus kayak gtu pake rok aja ??????????,bagus kayak pakai rok wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['bagus', 'kayak', 'pakai', 'rok', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,-10
1064,2024,Apa beda nya sama anda yg skrg sedang menghina agama orang lain? Sama aja kan?? Wkekwkkkkk,beda nya hina agama orang wkekwk,"['beda', 'nya', 'hina', 'agama', 'orang', 'wkekwk']",netral,-10
1065,2024,"Mungkin itu orang? sekitar anda saja yg anda tau, dunia luas shayy tidak semua begituu jd jgn sembarangan menyimpulkan sesuatu. Kami org islan wajib hukumnya bersedah / berbagi bagi yg mampu ke siapapun agama apapun itu, WAJIB no debat.",orang tau dunia luas say sembarang simpul orang islan wajib hukum dah bagi agama apa wajib no debat,"['orang', 'tau', 'dunia', 'luas', 'say', 'sembarang', 'simpul', 'orang', 'islan', 'wajib', 'hukum', 'dah', 'bagi', 'agama', 'apa', 'wajib', 'no', 'debat']",netral,-10
1066,2024,"Semoga org kaya pelit2 di luar sana bisa mencontoh, biar yg miskin2 terbantu dg bantuannya ...",moga orang kayak pelit contoh biar miskin bantu bantu,"['moga', 'orang', 'kayak', 'pelit', 'contoh', 'biar', 'miskin', 'bantu', 'bantu']",positif,-10
1067,2024,Pusing lagi nyari apa sih dedek? . Bolak balik buka lembaran lagi nyari ide buat konten ka,pusing cari sih adek bolak buka lembar cari ide konten kak,"['pusing', 'cari', 'sih', 'adek', 'bolak', 'buka', 'lembar', 'cari', 'ide', 'konten', 'kak']",positif,-10
1068,2024,pengen cubit pipinya bang dikit aja ????,pengin cubit pipi bang dikit tangan jepit wajah memelas,"['pengin', 'cubit', 'pipi', 'bang', 'dikit', 'tangan', 'jepit', 'wajah', 'memelas']",positif,-10
1069,2020,Ka ganggu g aku bomlike? Maaf yah ka . Soalnya aku ngarep bgt dapet hp buat suami aku kerja. Hp nya mati2 terus. Aku stop bomlike nya takut ganggu. Kalau masih boleh bomlike ayo aku siap ??,kak ganggu bomlike maaf ya kak harap banget hp suami kerja hp nya mati stop bomlike nya takut ganggu bomlike ayo,"['kak', 'ganggu', 'bomlike', 'maaf', 'ya', 'kak', 'harap', 'banget', 'hp', 'suami', 'kerja', 'hp', 'nya', 'mati', 'stop', 'bomlike', 'nya', 'takut', 'ganggu', 'bomlike', 'ayo']",netral,-9
1070,2020,"@justmeneuwwu aku prrnah beli poka** sweat di abang asongan,waktu itu di sebuah taman aus langsung minum aj,stlh botolnya kosong baru ngecek,tgl expired nya 2 bln lewat,???? untung ga mati biasa aj fine2 ga ada keluhan apa2",prrnah beli poka sweat abang asong taman aus langsung minum botol kosong ecek tanggal expired nya untung mati fine keluh apaapa,"['prrnah', 'beli', 'poka', 'sweat', 'abang', 'asong', 'taman', 'aus', 'langsung', 'minum', 'botol', 'kosong', 'ecek', 'tanggal', 'expired', 'nya', 'untung', 'mati', 'fine', 'keluh', 'apaapa']",netral,-9
1071,2021,"@auliy.nur tuh kan bener, dia aja post 17 Feb, telat banget berarti udahan",nur tuh post feb telat banget udahan,"['nur', 'tuh', 'post', 'feb', 'telat', 'banget', 'udahan']",negatif,-9
1072,2021,Yaampun orang kaya aja bisa masak. Apa kabar yang gaji UMR tapi hobinya beli warteg dan males masak,yaampun orang kayak masak kabar gaji umr hobi beli warteg malas masak,"['yaampun', 'orang', 'kayak', 'masak', 'kabar', 'gaji', 'umr', 'hobi', 'beli', 'warteg', 'malas', 'masak']",netral,-9
1073,2021,"@apriliahndyn_ keluarga mereka itu paling kaya ke 3 di China, ke 7 di Asia, ke 10 di dunia. Atau kebalik yah? Kek gtu deh intinya",keluarga kayak china asia dunia balik ya kayak deh inti,"['keluarga', 'kayak', 'china', 'asia', 'dunia', 'balik', 'ya', 'kayak', 'deh', 'inti']",negatif,-9
1074,2021,Alah ntar juga jadi tai,alah entar tahi,"['alah', 'entar', 'tahi']",negatif,-9
1075,2021,"Riview melon lingga buah cek, 5000 rupiah  cek",riview melon lingga buah cek rupiah cek,"['riview', 'melon', 'lingga', 'buah', 'cek', 'rupiah', 'cek']",netral,-9
1076,2021,"awas kesenggol cepitan itu panx,,, ?? oh ya lupa, gores beli lagi dong ??",awas senggol cepitan panx wajah gembira urai air mata oh ya lupa gores beli wajah kacamata hitam,"['awas', 'senggol', 'cepitan', 'panx', 'wajah', 'gembira', 'urai', 'air', 'mata', 'oh', 'ya', 'lupa', 'gores', 'beli', 'wajah', 'kacamata', 'hitam']",negatif,-9
1077,2021,Kelolotan duri cek??,kelolotan duri cek wajah menang,"['kelolotan', 'duri', 'cek', 'wajah', 'menang']",netral,-9
1078,2021,@najlafitri ?????????????? akhir bulan di akhir zaman ngab ????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata zaman ngab wajah menang keras wajah menang keras,"['wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'zaman', 'ngab', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-9
1079,2021,@bayu_adityamahardika lo gabut komenan 1 thn msh lo bls ??,lo gabut komentar lo balas wajah senyum sombong,"['lo', 'gabut', 'komentar', 'lo', 'balas', 'wajah', 'senyum', 'sombong']",netral,-9
1080,2022,Huaaa lewat di reels jam segene??????,hua reels jam segene ngiler ngiler ngiler,"['hua', 'reels', 'jam', 'segene', 'ngiler', 'ngiler', 'ngiler']",netral,-9
1081,2022,"Bakwan pakai cabe ?, pakai emas dong wkwkkw??",bakwan pakai cabe tanda silang pakai emas wkwkkw wajah gembira urai air mata,"['bakwan', 'pakai', 'cabe', 'tanda', 'silang', 'pakai', 'emas', 'wkwkkw', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,-9
1082,2022,Khawatir takut dijadiin eskrim??,khawatir takut jadi eskrim wajah menang,"['khawatir', 'takut', 'jadi', 'eskrim', 'wajah', 'menang']",negatif,-9
1083,2022,@darmawijaya_ apasih kontol gaje banget,apasih kontol banget,"['apasih', 'kontol', 'banget']",negatif,-9
1084,2022,"@zhelyna_28 wkwkwkwkwk,, Bagus bagus. Kawal sampe malam pertama ??????",wkwkwkwkwk bagus bagus kawal malam wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['wkwkwkwkwk', 'bagus', 'bagus', 'kawal', 'malam', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,-9
1085,2022,"Ga kayak saya, drmh banyak ember yg serba 20k klo weekend biasa ada dipasar pagi. Wwkwkw klo butuh ember kabar aja ci",kayak drmh ember serba k kalo weekend pasar pagi wwkwkw kalo butuh ember kabar ci,"['kayak', 'drmh', 'ember', 'serba', 'k', 'kalo', 'weekend', 'pasar', 'pagi', 'wwkwkw', 'kalo', 'butuh', 'ember', 'kabar', 'ci']",netral,-9
1086,2022,Silakan periksa pesan Anda!,sila periksa pesan,"['sila', 'periksa', 'pesan']",netral,-9
1087,2022,"curiga, air kolamnya pake air Fiji ??",curiga air kolam pakai air fiji wajah gembira urai air mata,"['curiga', 'air', 'kolam', 'pakai', 'air', 'fiji', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,-9
1088,2022,Tim yang suka pencet like karna keasikan nonton ?? seruu,tim suka pencet like asi tonton wajah gembira urai air mata seru,"['tim', 'suka', 'pencet', 'like', 'asi', 'tonton', 'wajah', 'gembira', 'urai', 'air', 'mata', 'seru']",positif,-9
1089,2022,@muliawanrmt stuju...biar ad tantangannya dikit,tuju biar tantang dikit,"['tuju', 'biar', 'tantang', 'dikit']",netral,-9
1090,2022,Kaya nya Jess no limit kurang hot ?? kurang peka pas sisca minta peluk di kolam,kayak nya jes no limit hot wajah gembira urai air mata peka pas sisca peluk kolam,"['kayak', 'nya', 'jes', 'no', 'limit', 'hot', 'wajah', 'gembira', 'urai', 'air', 'mata', 'peka', 'pas', 'sisca', 'peluk', 'kolam']",negatif,-9
1091,2022,Tombol kenapa ga banyakin konten kyk gini ??????,tombol banyak konten kayak tanda panah kanan tanda panah kanan tanda panah kanan,"['tombol', 'banyak', 'konten', 'kayak', 'tanda', 'panah', 'kanan', 'tanda', 'panah', 'kanan', 'tanda', 'panah', 'kanan']",positif,-9
1092,2022,Cari kaos polos dan sablon disini,cari kaos polos sablon,"['cari', 'kaos', 'polos', 'sablon']",netral,-9
1093,2022,Kalau kahwin di gereja mereka tidak akan bisa cerai itu menurut Bible mengisahkan seseorang cinta adam dan hawa... kalau islam bisa banyak kahwin loh tetapi untuk dan ada sebab kenapa lelaki mahu ada bini satu dan mesti minta izin ke kami sebagai perempuan yang istri pertama sih,kahwin gereja cerai bible kisah cinta adam hawa islam kahwin loh lelaki mahu bini mesti izin perempuan istri sih,"['kahwin', 'gereja', 'cerai', 'bible', 'kisah', 'cinta', 'adam', 'hawa', 'islam', 'kahwin', 'loh', 'lelaki', 'mahu', 'bini', 'mesti', 'izin', 'perempuan', 'istri', 'sih']",netral,-9
1094,2023,@ipersonn yaa ini salah satu penyebab anak zaman sekarang mau kaya instant.. walaupun dengan berbagai cara apapun,ya salah sebab anak zaman kayak instant apa,"['ya', 'salah', 'sebab', 'anak', 'zaman', 'kayak', 'instant', 'apa']",negatif,-9
1095,2023,@ipersonn kalo menghibur knp tidak? Toh bkn penipuan jg mereka dpt giveaway beneran. Emang ga boleh orang sedekah lewat sosmed? Sebagian besar yg main ig jg isinya flexing dan termasuk dirimu mana sok kaya pula,kalo hibur tipu giveaway benar orang sedekah sosmed main ig isi flexing diri sok kayak,"['kalo', 'hibur', 'tipu', 'giveaway', 'benar', 'orang', 'sedekah', 'sosmed', 'main', 'ig', 'isi', 'flexing', 'diri', 'sok', 'kayak']",negatif,-9
1096,2023,"@ipersonn bikin iri yg lagi bokek,gak ada duit",bikin iri bokek duit,"['bikin', 'iri', 'bokek', 'duit']",negatif,-9
1097,2023,Kalau nggak uang aja untuk hutang orang tua,uang hutang orang tua,"['uang', 'hutang', 'orang', 'tua']",netral,-9
1098,2023,"@ilhamkhusaini96_ nahh, setujuu, jangan minta-minta, ga baik. @jessnolimit @siscakohl segepok aja gapapa bang ??????",tuju memintameminta gepok gapapa bang wajah menang keras gera sayang kamu warna kulit gelap,"['tuju', 'memintameminta', 'gepok', 'gapapa', 'bang', 'wajah', 'menang', 'keras', 'gera', 'sayang', 'kamu', 'warna', 'kulit', 'gelap']",netral,-9
1099,2023,@akbarrmdhn1140 meminta bantuan orng ada kalanya kita lebih baik berusaha sendiri ya bg semoga utangnya kebayar,bantu orang kala usaha ya bang moga utang bayar,"['bantu', 'orang', 'kala', 'usaha', 'ya', 'bang', 'moga', 'utang', 'bayar']",netral,-9
1100,2023,Anaknya ditelantarkan hehe..??????????,anak telantar hehe wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['anak', 'telantar', 'hehe', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-9
1101,2023,"Sedih ,ngilu2 smua urat nafi",sedih ngilu urat nafi,"['sedih', 'ngilu', 'urat', 'nafi']",negatif,-9
1102,2023,Selama hamil gak boleh makan telur setengah matang kaya gitu??,hamil makan telur matang kayak wajah menang,"['hamil', 'makan', 'telur', 'matang', 'kayak', 'wajah', 'menang']",negatif,-9
1103,2023,Kejunya kurang lumer ajaa pasti lebihh ????,keju lumer ngiler ngiler,"['keju', 'lumer', 'ngiler', 'ngiler']",netral,-9
1104,2023,@aniaartha kaya tapi sederhana kek gimana sih mksdnya ??,kayak sederhana kayak sih maksud wajah senyum lebar dan mata tutup,"['kayak', 'sederhana', 'kayak', 'sih', 'maksud', 'wajah', 'senyum', 'lebar', 'dan', 'mata', 'tutup']",negatif,-9
1105,2023,Im sure your poopoo the next day was hot ??????,im sure your poopo the next day was hot wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['im', 'sure', 'your', 'poopo', 'the', 'next', 'day', 'was', 'hot', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,-9
1106,2023,Dia hamil tapi makan nya sembarangan,hamil makan nya sembarang,"['hamil', 'makan', 'nya', 'sembarang']",negatif,-9
1107,2023,@asiskawangi tanggal 9 tanggal lahir ummi ku aku tgl 7 nya,tanggal tanggal lahir ummi ku tanggal nya,"['tanggal', 'tanggal', 'lahir', 'ummi', 'ku', 'tanggal', 'nya']",netral,-9
1108,2023,Buat modal usaha biar bisa bantuin orang tua pengen usaha sendiri di rmh semoga aja masih kebagian aku berharap banget kk,modal usaha biar bantuin orang tua pengin usaha rumah moga bagi harap banget,"['modal', 'usaha', 'biar', 'bantuin', 'orang', 'tua', 'pengin', 'usaha', 'rumah', 'moga', 'bagi', 'harap', 'banget']",netral,-9
1109,2023,0-6 bulan bayi tidak perlu minum susu selain asi ya papa sophia????,bayi minum susu asi ya papa sophia lipat tangan warna kulit cerah,"['bayi', 'minum', 'susu', 'asi', 'ya', 'papa', 'sophia', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",negatif,-9
1110,2024,Konten kalian bikin iri ?? semoga kalian rukun" terus ya berantem" dikit gpp yang penting abis tu baikan ??,konten bikin iri wajah menang keras moga rukun ya antem dikit gp habis baik hati merah,"['konten', 'bikin', 'iri', 'wajah', 'menang', 'keras', 'moga', 'rukun', 'ya', 'antem', 'dikit', 'gp', 'habis', 'baik', 'hati', 'merah']",positif,-9
1111,2024,"Translet plissss ,team nya tolong d translet biar kita dikit dikit bljar english",translet plis team nya tolong translet biar dikit dikit bljar english,"['translet', 'plis', 'team', 'nya', 'tolong', 'translet', 'biar', 'dikit', 'dikit', 'bljar', 'english']",negatif,-9
1112,2024,"@mariostrss01_ sarkas kan, keknya ini mah nyindir gw dah??",sarkas kayak mah sindir gue deh wajah balik,"['sarkas', 'kayak', 'mah', 'sindir', 'gue', 'deh', 'wajah', 'balik']",netral,-9
1113,2024,"@ms_chika123 ga ada menurut2an blok, itu american, udah salah ngeyel lagi ampun dah",turut blok american salah ngeyel ampun deh,"['turut', 'blok', 'american', 'salah', 'ngeyel', 'ampun', 'deh']",netral,-9
1114,2024,@hsbshxjzhs tolol salah nya dmn,tolol salah nya mana,"['tolol', 'salah', 'nya', 'mana']",netral,-9
1115,2024,"aduh pipinyaa meluber luber sofiaa, onti cubit nih ?????",aduh pipi luber luber sofia onti cubit nih wajah menang keras tangan jepit,"['aduh', 'pipi', 'luber', 'luber', 'sofia', 'onti', 'cubit', 'nih', 'wajah', 'menang', 'keras', 'tangan', 'jepit']",positif,-9
1116,2024,"udh ke bbrp daerah , maaf2 nih yaaa kaum anda itu banyak yg suka hina2 agm orglain , tapi giliran angpao atau thr maju paling depann FIX NO DEBAT????????????????",daerah maaf nih ya kaum suka hina agm orglain gilir angpao thr maju fix no debat wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['daerah', 'maaf', 'nih', 'ya', 'kaum', 'suka', 'hina', 'agm', 'orglain', 'gilir', 'angpao', 'thr', 'maju', 'fix', 'no', 'debat', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-9
1117,2024,Terlihat buku Uda jd korban robekan kirain bakal beli baru untung ada lakban??????,buku korban robek beli untung lakban wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['buku', 'korban', 'robek', 'beli', 'untung', 'lakban', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-9
1118,2024,Cerewet nyaa ??????,cerewet nya wajah menang keras tangan jepit warna kulit cerah,"['cerewet', 'nya', 'wajah', 'menang', 'keras', 'tangan', 'jepit', 'warna', 'kulit', 'cerah']",positif,-9
1119,2024,@_ambarwati96 nangis tinggal lap pake duid kk ??,menang tinggal lap pakai duid wajah gembira urai air mata,"['menang', 'tinggal', 'lap', 'pakai', 'duid', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-9
1120,2024,@_changeyourusernamee ngeri sm pedofil,ngeri pedofil,"['ngeri', 'pedofil']",netral,-9
1121,2024,Lucu gemoyy bgttt????????????????????,lucu gemoy banget wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['lucu', 'gemoy', 'banget', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-9
1122,2024,Gemeyyynaaaa Sophiaaa??????,gemeyyna sophia wajah senyum lebar mata hati wajah beri cium jauh wajah beri cium jauh,"['gemeyyna', 'sophia', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'beri', 'cium', 'jauh', 'wajah', 'beri', 'cium', 'jauh']",positif,-9
1123,2024,Pengen Aku comot pipinya ????????????,pengin comot pipi wajah senyum lebar mata hati wajah dengan tangan tutup mulut tangan jepit warna kulit cerah lipat tangan warna kulit cerah,"['pengin', 'comot', 'pipi', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'tangan', 'jepit', 'warna', 'kulit', 'cerah', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",positif,-9
1124,2020,@ff_reeffir_e69 mana ada org miskin jirr kawasan PIK,orang miskin jir kawasan pik,"['orang', 'miskin', 'jir', 'kawasan', 'pik']",netral,-8
1125,2020,@ff_reeffir_e69 di perumahan mewah kaya di PIK pemulung kaga boleh masuk komplek perumahan bang ? ojol yang nganterin gofood paling kasta terendah disana ? keluarga saya ada yang ojol alhamdulillah engga susah kalau cuma sekedar makan ?,rumah mewah kayak pik pulung kagak masuk komplek rumah bang ojol antar gofood kasta rendah sana keluarga ojol alhamdulillah susah dar makan,"['rumah', 'mewah', 'kayak', 'pik', 'pulung', 'kagak', 'masuk', 'komplek', 'rumah', 'bang', 'ojol', 'antar', 'gofood', 'kasta', 'rendah', 'sana', 'keluarga', 'ojol', 'alhamdulillah', 'susah', 'dar', 'makan']",netral,-8
1126,2020,"Odeng,rasanya seperti anda menonton K-Drama.",odeng tonton drama,"['odeng', 'tonton', 'drama']",negatif,-8
