index,Tahun,Comments,preprocessed,tokenize_text,label,score
1118,2023,???? kak will berani gk tf aq buat byr hutang ..,wajah senyum lebar mata hati wajah senyum lebar mata hati kak wil berani tf byr hutang,"['wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'kak', 'wil', 'berani', 'tf', 'byr', 'hutang']",negatif,-7
1119,2023,"Will pinjemin duit dong ,gua lagi kelilit hutang yg cicilannya ga ngotak,kalo sama lu gua nyicil bisa ga will?? Bantuin gua ??",wil pinjemin duit gua lilit hutang cicil ngotak kalo lu gua nyicil wil bantuin gua wajah senyum dengan air mata,"['wil', 'pinjemin', 'duit', 'gua', 'lilit', 'hutang', 'cicil', 'ngotak', 'kalo', 'lu', 'gua', 'nyicil', 'wil', 'bantuin', 'gua', 'wajah', 'senyum', 'dengan', 'air', 'mata']",negatif,-7
1120,2023,Aku mau dibelun motor NMX dongka so aas lya temen temen aku udah pada punya motor sendiri??????plissss ka orang udah pada dapet akubelummm????????,bun motor nmx dongka sok aas lya teman teman motor wajah menang wajah menang wajah menang keras plis kak orang akubelum wajah menang keras wajah menang keras wajah menang keras wajah menang keras,"['bun', 'motor', 'nmx', 'dongka', 'sok', 'aas', 'lya', 'teman', 'teman', 'motor', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'keras', 'plis', 'kak', 'orang', 'akubelum', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-7
1121,2023,Kk wili aku bole minta aipon dong kk plissss??????????????,wili aipon plis wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang,"['wili', 'aipon', 'plis', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang']",negatif,-7
1122,2023,Knpa  yg d kasih uang malah orang kaya kk wilie  di luar sana banyak lo kk yg lebih membutuhkan dri pd dokter itu kk,kasih uang orang kayak wilie lo butuh dokter,"['kasih', 'uang', 'orang', 'kayak', 'wilie', 'lo', 'butuh', 'dokter']",negatif,-7
1123,2023,Instagarm suda saya follow tiktok udah tapi apa daya kalau orng miskin pasti tdk di balas,instagarm follow tiktok daya orang miskin balas,"['instagarm', 'follow', 'tiktok', 'daya', 'orang', 'miskin', 'balas']",negatif,-7
1124,2024,Ka wili aku mau dong uang 1 gebok aya soal aku lagi butuh uang untuk bayar esbebe,kak wili uang gebok aya butuh uang bayar esbebe,"['kak', 'wili', 'uang', 'gebok', 'aya', 'butuh', 'uang', 'bayar', 'esbebe']",negatif,-7
1125,2024,Saya pengen banget bg??????????????,pengin banget bang wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['pengin', 'banget', 'bang', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-7
1126,2024,Kak will tolong bantuannya aku butuh uang buat bikin rumah aku belum punya rumah aku nginep di rumah nenek ?? mohon bantuannya ??????,kak wil tolong bantu butuh uang bikin rumah rumah nginep rumah nenek wajah menang mohon bantu lipat tangan lipat tangan lipat tangan,"['kak', 'wil', 'tolong', 'bantu', 'butuh', 'uang', 'bikin', 'rumah', 'rumah', 'nginep', 'rumah', 'nenek', 'wajah', 'menang', 'mohon', 'bantu', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",negatif,-7
1127,2024,Wil aku nggak mau kamu tutup jangan wil??????????,wil tutup wil wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras,"['wil', 'tutup', 'wil', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-7
1128,2024,"Udah bang menasehati orang yang yang udh terjerumus di ranah pacaran itu susah walopun sesama muslim??,ibarat kita ngomong sama cermin??",bang nasihat orang jerumus ranah pacar susah walopun muslim wajah gembira urai air mata omong cermin wajah gembira urai air mata,"['bang', 'nasihat', 'orang', 'jerumus', 'ranah', 'pacar', 'susah', 'walopun', 'muslim', 'wajah', 'gembira', 'urai', 'air', 'mata', 'omong', 'cermin', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-7
1129,2024,"  justru makin banyak views nya makin kaya, itu teknik nya willie nguasain medsos",views nya kayak teknik nya willie nguasain medsos,"['views', 'nya', 'kayak', 'teknik', 'nya', 'willie', 'nguasain', 'medsos']",negatif,-7
1130,2024,Kalian jangan gitu Willi itu berbagi ke orang yang membutukan bukan ke orang yang kaya sederhana,willi bagi orang membutukan orang kayak sederhana,"['willi', 'bagi', 'orang', 'membutukan', 'orang', 'kayak', 'sederhana']",positif,-7
1131,2024,Abaikan aja bang Bagi mereka yg Komen Negatif ke Ente.. tetap Berbuat baik demi Orang2 yg Membutuhkan bantuan... Pastinya terganggu Istirahatnya tapi biar mereka tau Memberi itu lebih baik dari meminta..????????,abai bang komen negatif ente buat orangorang butuh bantu pasti ganggu istirahat biar tau jempol ke atas jempol ke atas api api,"['abai', 'bang', 'komen', 'negatif', 'ente', 'buat', 'orangorang', 'butuh', 'bantu', 'pasti', 'ganggu', 'istirahat', 'biar', 'tau', 'jempol', 'ke', 'atas', 'jempol', 'ke', 'atas', 'api', 'api']",positif,-7
1132,2024,9999 kebaikan 1 kesalahan 1001 hinaan,baik salah hina,"['baik', 'salah', 'hina']",negatif,-7
1133,2024,boong  anjir,bohong anjir,"['bohong', 'anjir']",negatif,-7
1134,2024,Gak ad batas y isi rekening y kk willli??????,batas ya isi rekening ya willi hati sinar hati sinar wajah gembira urai air mata,"['batas', 'ya', 'isi', 'rekening', 'ya', 'willi', 'hati', 'sinar', 'hati', 'sinar', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-7
1135,2024,Ngimpi lo will mau ngalahin mr beast....??????????,mimpi lo wil kalah mr beast wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['mimpi', 'lo', 'wil', 'kalah', 'mr', 'beast', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-7
1136,2020,Ga butuh uang mending sopein ke rumah helm baru,butuh uang mending sopein rumah helm,"['butuh', 'uang', 'mending', 'sopein', 'rumah', 'helm']",negatif,-6
1137,2020,Bang will baca Dm aku bang. Aku butuh bngt pertolongan abang ????????  ,bang wil baca dm bang butuh banget tolong abang wajah menang keras wajah menang keras lipat tangan warna kulit cerah,"['bang', 'wil', 'baca', 'dm', 'bang', 'butuh', 'banget', 'tolong', 'abang', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",negatif,-6
1138,2020,Daun pohonnya deh????,daun pohon deh wajah gembira urai air mata wajah gembira urai air mata,"['daun', 'pohon', 'deh', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
1139,2020,Kek dua orang ngempet boker sumpa??,kayak orang ngempet berak sumpa wajah senyum,"['kayak', 'orang', 'ngempet', 'berak', 'sumpa', 'wajah', 'senyum']",negatif,-6
1140,2020,Kok ada babi ????,babi wajah gembira urai air mata wajah gembira urai air mata,"['babi', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
1141,2020,sambil ngeliat masa depan ye???????*canda,ye wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata canda,"['ye', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'canda']",negatif,-6
1142,2020,Aduhhhh salfok akutyyyy??,aduh salah fokus akuty wajah senyum lebar mata hati,"['aduh', 'salah', 'fokus', 'akuty', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-6
1143,2020,"Keren bang , ngga ada yg gamungkin selagi doa dan udaha nya seimbang?? #sehatsehatbangwillie",keren bang gamungkin selagi doa udaha nya imbang,"['keren', 'bang', 'gamungkin', 'selagi', 'doa', 'udaha', 'nya', 'imbang']",negatif,-6
1144,2020,"Ipad koh, butuh banget nih buat kerja ??",ipad koh butuh banget nih kerja wajah menang,"['ipad', 'koh', 'butuh', 'banget', 'nih', 'kerja', 'wajah', 'menang']",negatif,-6
1145,2020,Dah lama ikutin blom dapat apa²  50 ribu ke buat jajan,deh ikut apa ribu jajan,"['deh', 'ikut', 'apa', 'ribu', 'jajan']",negatif,-6
1146,2020,Tumben imut??????,tumben imut wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['tumben', 'imut', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-6
1147,2020,Ganteng bang wili serius??,ganteng bang wili serius wajah senyum lebar mata hati,"['ganteng', 'bang', 'wili', 'serius', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-6
1148,2020,gabole ngeluhhh,gabole ngeluh,"['gabole', 'ngeluh']",negatif,-6
1149,2020,Kaka ikut mesin capet dong klo dapet uang nnti mau beli semen sma pasir buat orang tua sma mau beliin tmn hp blh dong kk,kakak mesin capet kalo uang beli semen pasir orang tua belikan teman hp,"['kakak', 'mesin', 'capet', 'kalo', 'uang', 'beli', 'semen', 'pasir', 'orang', 'tua', 'belikan', 'teman', 'hp']",negatif,-6
1150,2020,Hoodie sweater Hoodie sweater Hoodie sweater Hoodie sweater Hoodie sweater Hoodie sweater Hoodie sweater Hoodie sweater Hoodie sweater????????????,hoodie sweater hoodie sweater hoodie sweater hoodie sweater hoodie sweater hoodie sweater hoodie sweater hoodie sweater hoodie sweater wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['hoodie', 'sweater', 'hoodie', 'sweater', 'hoodie', 'sweater', 'hoodie', 'sweater', 'hoodie', 'sweater', 'hoodie', 'sweater', 'hoodie', 'sweater', 'hoodie', 'sweater', 'hoodie', 'sweater', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
1151,2021,  lumayan tuh ajak dia kesana terus banting ke pohon terus dapet duit uangnya lunas ngga ada duit awokawokawokawokawokawok,lumayan tuh ajak kesana banting pohon duit uang lunas duit awokawokawokawokawokawok,"['lumayan', 'tuh', 'ajak', 'kesana', 'banting', 'pohon', 'duit', 'uang', 'lunas', 'duit', 'awokawokawokawokawokawok']",negatif,-6
1152,2021,Nangisss liatny??????????,menang liatny wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras,"['menang', 'liatny', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-6
1153,2021,Jadi iri woy???,iri woy tanda seru merah wajah menang keras,"['iri', 'woy', 'tanda', 'seru', 'merah', 'wajah', 'menang', 'keras']",negatif,-6
1154,2021,"Iri pen jadi adeknya,gemoyy banget please??",iri pengin adeknya gemoy banget please hati merah,"['iri', 'pengin', 'adeknya', 'gemoy', 'banget', 'please', 'hati', 'merah']",positif,-6
1155,2021,Gemesh bgt jawabannya polos bgt????,gemesh banget jawab polos banget wajah senyum lebar mata hati wajah gembira urai air mata,"['gemesh', 'banget', 'jawab', 'polos', 'banget', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,-6
1156,2021,kayak kembar kalian heh,kayak kembar heh,"['kayak', 'kembar', 'heh']",negatif,-6
1157,2021,Lebih sakit ga di jawab dm nya??????,sakit dm nya wajah menang keras wajah menang keras hati merah,"['sakit', 'dm', 'nya', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'hati', 'merah']",negatif,-6
1158,2021,"  kaum mendang mending,ngatur² pulaa??",kaum dang mending ngatur tidak bicara,"['kaum', 'dang', 'mending', 'ngatur', 'tidak', 'bicara']",negatif,-6
1159,2021,Bagus gini sih... harus sama orang tua..,bagus sih orang tua,"['bagus', 'sih', 'orang', 'tua']",negatif,-6
1160,2021,Bang wili saya pengen iphone 13 pro max hp saya rusak kak sering lcdnya kena????,bang wili pengin iphone pro max hp rusak kak lcdnya kena wajah menang keras wajah menang keras,"['bang', 'wili', 'pengin', 'iphone', 'pro', 'max', 'hp', 'rusak', 'kak', 'lcdnya', 'kena', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-6
1161,2021,Piye tapi yang kecil ada toping keju bener kan??????hehe,piye toping keju wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata hehe,"['piye', 'toping', 'keju', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'hehe']",negatif,-6
1162,2021,   bang komen saya gada like nya bang masa ga menang udah sama dm bang ga di bales bales??,bang komen like nya bang menang dm bang balas balas wajah menang,"['bang', 'komen', 'like', 'nya', 'bang', 'menang', 'dm', 'bang', 'balas', 'balas', 'wajah', 'menang']",negatif,-6
1163,2021,Kak aku mau diamon ff ????????????,kak diamon f wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang,"['kak', 'diamon', 'f', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang']",negatif,-6
1164,2021,Kakak baik tapi kaya yg sombong,kakak kayak sombong,"['kakak', 'kayak', 'sombong']",negatif,-6
1165,2021,7 dm kak pliss ????????????,dm kak plis wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang,"['dm', 'kak', 'plis', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang']",negatif,-6
1166,2021,Cek dm ku dong ko   ????,cek dm ku wajah menang wajah menang,"['cek', 'dm', 'ku', 'wajah', 'menang', 'wajah', 'menang']",negatif,-6
1167,2021,Butuh bantuan ka,butuh bantu kak,"['butuh', 'bantu', 'kak']",negatif,-6
1168,2021,Soswid parah??,soswid parah wajah dengan mulut buka,"['soswid', 'parah', 'wajah', 'dengan', 'mulut', 'buka']",negatif,-6
1169,2022,"Bismillah semoga dapat iPhone, soal nya hp sekarang macet macet kaya sudah tidak layak di pakai android juga gpp KK asal ada di pakai lebaran??????",bismillah moga iphone nya hp macet macet kayak layak pakai android gp pakai lebaran wajah menang keras lambang tanduk warna kulit cerah,"['bismillah', 'moga', 'iphone', 'nya', 'hp', 'macet', 'macet', 'kayak', 'layak', 'pakai', 'android', 'gp', 'pakai', 'lebaran', 'wajah', 'menang', 'keras', 'lambang', 'tanduk', 'warna', 'kulit', 'cerah']",negatif,-6
1170,2022,Mau ikutan wiill penasaran sama baso raksasa,ikut wiil penasaran baso raksasa,"['ikut', 'wiil', 'penasaran', 'baso', 'raksasa']",negatif,-6
1171,2022,wajib si ada aku ??,wajib sih wajah kacamata hitam,"['wajib', 'sih', 'wajah', 'kacamata', 'hitam']",negatif,-6
1172,2022,Aku juga mau kak untuk beliin susu anakq kak??,kak belikan susu anakq kak wajah menang,"['kak', 'belikan', 'susu', 'anakq', 'kak', 'wajah', 'menang']",negatif,-6
1173,2022,  Dan juga ada laut yg Viral disinii????,laut viral wajah senyum lebar dan mata tutup wajah senyum lebar dan mata tutup,"['laut', 'viral', 'wajah', 'senyum', 'lebar', 'dan', 'mata', 'tutup', 'wajah', 'senyum', 'lebar', 'dan', 'mata', 'tutup']",negatif,-6
1174,2022,Motif gambar penjajah Jepang / relief  ,motif gambar jajah jepang relief,"['motif', 'gambar', 'jajah', 'jepang', 'relief']",negatif,-6
1175,2022,Kak vilmei aku pengek kaya folows kakak vilmei yang sewa 24 jam aku mau kak vilmei pls,kak vilmei kek kayak folows kakak vilmei sewa jam kak vilmei pls,"['kak', 'vilmei', 'kek', 'kayak', 'folows', 'kakak', 'vilmei', 'sewa', 'jam', 'kak', 'vilmei', 'pls']",negatif,-6
1176,2022,Pingin ikutan main mesin capit KK Will biar buat istri bersalinan,pengin ikut main mesin capit wil biar istri salin,"['pengin', 'ikut', 'main', 'mesin', 'capit', 'wil', 'biar', 'istri', 'salin']",negatif,-6
1177,2022,Saya punya cerita nyata...tapi saya gk bisa bikin video.......#horor bareng willie....cerita nya dulu....kejadian nya lebaran....saya pernah tidur di sebelah saya poci.... Ini kisah nyata saya...klo saya ceritain panjang bro......,cerita nyata bikin video bareng willie cerita nya jadi nya lebaran tidur belah poci kisah nyata kalo ceritain bro,"['cerita', 'nyata', 'bikin', 'video', 'bareng', 'willie', 'cerita', 'nya', 'jadi', 'nya', 'lebaran', 'tidur', 'belah', 'poci', 'kisah', 'nyata', 'kalo', 'ceritain', 'bro']",negatif,-6
1178,2022,bangg ikutan mesin capit,bang ikut mesin capit,"['bang', 'ikut', 'mesin', 'capit']",negatif,-6
1179,2022,"Nyari muka,ksh uang diem diem aja knp gak usah di lihatin",cari muka kasih uang diam diam lihatin,"['cari', 'muka', 'kasih', 'uang', 'diam', 'diam', 'lihatin']",negatif,-6
1180,2022," .dicky.adrian yg idiot elu ??, bilng ke gw kwkwk",dickyadrian idiot lu wajah gembira urai air mata bilang gue kwkwk,"['dickyadrian', 'idiot', 'lu', 'wajah', 'gembira', 'urai', 'air', 'mata', 'bilang', 'gue', 'kwkwk']",negatif,-6
1181,2022,"  dibilng akhir bulan tolol , bukan 1bulan",dibilng tolol bulan,"['dibilng', 'tolol', 'bulan']",negatif,-6
1182,2022,Sumbang tolong,sumbang tolong,"['sumbang', 'tolong']",negatif,-6
1183,2022,Kak aku mau beli akun ff tadi gak ada uang kak wilie mau gak bantu aku untuk beli in pulsa nya nomor 081241906146,kak beli akun f uang kak wilie bantu beli pulsa nya nomor,"['kak', 'beli', 'akun', 'f', 'uang', 'kak', 'wilie', 'bantu', 'beli', 'pulsa', 'nya', 'nomor']",negatif,-6
1184,2022,Kak beliin hp don buat orang tuaku aj??,kak belikan hp don orang tua wajah menang,"['kak', 'belikan', 'hp', 'don', 'orang', 'tua', 'wajah', 'menang']",negatif,-6
1185,2022,Dikit aja GX usah banayk2??,dikit banayk wajah senyum dengan air mata,"['dikit', 'banayk', 'wajah', 'senyum', 'dengan', 'air', 'mata']",negatif,-6
1186,2023,Will lagi bikin kejutan untuk cewe cantik ????,wil bikin kejut cewek cantik jempol ke atas wajah beri cium jauh,"['wil', 'bikin', 'kejut', 'cewek', 'cantik', 'jempol', 'ke', 'atas', 'wajah', 'beri', 'cium', 'jauh']",negatif,-6
1187,2023,"Sehat selalu Ka Wily,tolong bantu modal untuk usaha menjahit KK Wily,berbagi itu indah Lo KK Wily,amin...??",sehat kak wily tolong bantu modal usaha jahit wily bagi indah lo wily amin angkat tangan,"['sehat', 'kak', 'wily', 'tolong', 'bantu', 'modal', 'usaha', 'jahit', 'wily', 'bagi', 'indah', 'lo', 'wily', 'amin', 'angkat', 'tangan']",negatif,-6
1188,2023,Bantu gue dong will... keponakan koma di tabrak lari .....,bantu gue wil keponakan koma tabrak lari,"['bantu', 'gue', 'wil', 'keponakan', 'koma', 'tabrak', 'lari']",negatif,-6
1189,2023,Kk will aku dah lama follow kk will tapi aku follownya di istagram doang soalnya aku gak ada tik tok ni hp mamakku  memori nya dah penuh makanya gak bisa download tiktok tapi aku belum dapet apa² dari kk will aku mau hp aiphon tapi aku di aceh pasti gak bisa kirim???? sedih deh aku,wil deh follow wil follownya istagram doang tik tok nih hp mamak memori nya deh penuh download tiktok apa wil hp aiphon aceh kirim wajah menang wajah menang sedih deh,"['wil', 'deh', 'follow', 'wil', 'follownya', 'istagram', 'doang', 'tik', 'tok', 'nih', 'hp', 'mamak', 'memori', 'nya', 'deh', 'penuh', 'download', 'tiktok', 'apa', 'wil', 'hp', 'aiphon', 'aceh', 'kirim', 'wajah', 'menang', 'wajah', 'menang', 'sedih', 'deh']",negatif,-6
1190,2023,Kak aku pengen cantik tolong balas,kak pengin cantik tolong balas,"['kak', 'pengin', 'cantik', 'tolong', 'balas']",negatif,-6
1191,2023,Rezeqinya kak willy ga akan terputus dan bakalan terus mengalir...karena banyak berbagi buat yang membutuhkan ...all the best for u kak willy,rezeki kak willy putus alir bagi butuh al the best for lu kak willy,"['rezeki', 'kak', 'willy', 'putus', 'alir', 'bagi', 'butuh', 'al', 'the', 'best', 'for', 'lu', 'kak', 'willy']",negatif,-6
1192,2023,Ko willie tlg bantu kasih modal usaha buat sy ????,willie tolong bantu kasih modal usaha lipat tangan wajah menang,"['willie', 'tolong', 'bantu', 'kasih', 'modal', 'usaha', 'lipat', 'tangan', 'wajah', 'menang']",negatif,-6
1193,2023,Pinjam 50 ribu buat isi data Wil,pinjam ribu isi data wil,"['pinjam', 'ribu', 'isi', 'data', 'wil']",negatif,-6
1194,2023,"Kk Wily kapan nih bagi² iPhone soalnya pengen, kan Willy sultan jadi bagi satu aja iPhone nya??",wily nih bagi iphone pengin willy sultan iphone nya wajah antuk,"['wily', 'nih', 'bagi', 'iphone', 'pengin', 'willy', 'sultan', 'iphone', 'nya', 'wajah', 'antuk']",negatif,-6
1195,2023,Kak willl kapan ni bagi bagi iPhone lagi hp ku rusak ??jadi tidak bisa nonton kak will tiap hari ini ajah pakek hp kakak ku??,kak wil nih iphone hp ku rusak wajah lega tonton kak wil pakai hp kakak ku wajah menang,"['kak', 'wil', 'nih', 'iphone', 'hp', 'ku', 'rusak', 'wajah', 'lega', 'tonton', 'kak', 'wil', 'pakai', 'hp', 'kakak', 'ku', 'wajah', 'menang']",negatif,-6
1196,2023,Ka wili ikutan main mesin capit nya dong ka,kak wili ikut main mesin capit nya kak,"['kak', 'wili', 'ikut', 'main', 'mesin', 'capit', 'nya', 'kak']",negatif,-6
1197,2023,"Kepegen baget dapat hadia dari kak willi,, biar bsa usaha  tapi tak pernah di sapa??????",gen banget hadia kak willi biar usaha sapa wajah menang wajah menang wajah menang,"['gen', 'banget', 'hadia', 'kak', 'willi', 'biar', 'usaha', 'sapa', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang']",negatif,-6
1198,2023,"Kak willie berani gak isi uang ke kolam renang istana,,semoga dapat 500 ribu????",kak willie berani isi uang kolam renang istana moga ribu wajah gembira urai air mata wajah menang,"['kak', 'willie', 'berani', 'isi', 'uang', 'kolam', 'renang', 'istana', 'moga', 'ribu', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'menang']",negatif,-6
1199,2023,tolong bntuannya ka saya lagi kesusahan ka??,tolong bntuannya kak susah kak wajah menang,"['tolong', 'bntuannya', 'kak', 'susah', 'kak', 'wajah', 'menang']",negatif,-6
1200,2023,Kak will kalo kak Willi kaya beneran berani gk tf aq 15 jt dg cuma2,kak wil kalo kak willi kayak benar berani tf juta cuma,"['kak', 'wil', 'kalo', 'kak', 'willi', 'kayak', 'benar', 'berani', 'tf', 'juta', 'cuma']",negatif,-6
1201,2023,Bagi dikit aja bang  buat aku jgn banyak2????,dikit bang banyakbanyak wajah gembira urai air mata wajah gembira urai air mata,"['dikit', 'bang', 'banyakbanyak', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
1202,2023,Bang will mau nnya serius gada niat untuk nikahin ci vilme,bang wil nnya serius niat nikah ci vilme,"['bang', 'wil', 'nnya', 'serius', 'niat', 'nikah', 'ci', 'vilme']",negatif,-6
1203,2023,Kayaknya vilmei ada simpanan,kayak vilmei simpan,"['kayak', 'vilmei', 'simpan']",negatif,-6
1204,2023,"mau dong,50jt buat bayar utang",dongjt bayar utang,"['dongjt', 'bayar', 'utang']",negatif,-6
1205,2023,Buat bayar utang,bayar utang,"['bayar', 'utang']",negatif,-6
1206,2023,"Penuhin uang dibandara terdekat ditempat nya bg Will, berani gakkkk,TF 2jt",penuhin uang bandara dekat tempat nya bang wil berani tf jt,"['penuhin', 'uang', 'bandara', 'dekat', 'tempat', 'nya', 'bang', 'wil', 'berani', 'tf', 'jt']",negatif,-6
1207,2023,   kan sama aja ??sedang kan Willie tau ??,wajah bosan willie tau wajah dengan mata ke atas,"['wajah', 'bosan', 'willie', 'tau', 'wajah', 'dengan', 'mata', 'ke', 'atas']",negatif,-6
1208,2023,Kasih pertanyaan ke q aja biar uangy buat tambah modal usaha ??????,kasih ku biar uangy modal usaha wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['kasih', 'ku', 'biar', 'uangy', 'modal', 'usaha', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
1209,2023,Bagi uang ka wiil buat bayar utang,uang kak wiil bayar utang,"['uang', 'kak', 'wiil', 'bayar', 'utang']",negatif,-6
1210,2023,Wkwkwk Abg FB life insurance Senin pagi hari 20 garden School??????????????,wkwkwk abang fb life insurance senin pagi garden school wajah dengan mulut buka wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['wkwkwk', 'abang', 'fb', 'life', 'insurance', 'senin', 'pagi', 'garden', 'school', 'wajah', 'dengan', 'mulut', 'buka', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-6
1211,2023,Buat bantu orang2 yg butuh aja will,bantu orangorang butuh wil,"['bantu', 'orangorang', 'butuh', 'wil']",negatif,-6
1212,2024,Aku butuh uang buat beli HP lipat,butuh uang beli hp lipat,"['butuh', 'uang', 'beli', 'hp', 'lipat']",negatif,-6
1213,2024,Bikinin Usaha yg mo Usaha Contoh Berdagang dll,bikin usaha usaha contoh dagang,"['bikin', 'usaha', 'usaha', 'contoh', 'dagang']",negatif,-6
1214,2024,"Kak Willi bagiiin, Roti keset aja kak Willi enak polll",kak willi bagiin roti keset kak willi enak pol,"['kak', 'willi', 'bagiin', 'roti', 'keset', 'kak', 'willi', 'enak', 'pol']",negatif,-6
