,index,Tahun,Comments,preprocessed
1651,23,2024,Starboy sesungguhnya,starboy sungguh
1652,24,2024," .fatur53 kamu ga ngerti ya sama kata² ku, km bilang ""yang bilang berhubungan siapa?"" emg ga berhubungan kak soal nha kamu oot.. btw kamu emg kamu udah nyumbang uang kamu juga? yuk kesadaran diri!! jangan nyuruh² orang aja, mungkin di sosmed dia keliatan suka foya² uang nya.. tapi siapa tau dia juga suka nyumbang.. jangan di pandang sebelah mata ya..",fatur erti ya kata ku bilang bilang hubung hubung kak nya oot btw nyumbang uang yuk sadar nyuruh orang sosmed suka foya uang nya tau suka nyumbang pandang belah mata ya
1653,25,2024,Bang ke Manado dong bang,bang manado bang
1654,26,2024," .fatur53 terima kasih atas sarannya, tapi kaka atuh yang harus teliti kata² aku, kamu kan bilang ""sumbang ke palestine"" tapi emg postingan ini gada hubungan nya sama palestine, dia nge post foto² dia dan kamu bilang ""sumbangin uang mu ke palestine"" maaf ya kak tapi itu oot banget",fatur terima kasih saran kakak atuh teliti kata bilang sumbang palestine postingan hubung nya palestine nge post foto bilang sumbangin uang mu palestine maaf ya kak oot banget
1655,27,2024,"  yang bilang berhubungan siapa ? Gua cuma ngasih saran, siapa tau kan mau bantu. Teliti lagi kata²nya !",bilang hubung gua asih saran tau bantu teliti kata nya
1656,28,2024,ITU KONSEP CONCEALERNYA GIMANA?!!😭,konsep concealernya wajah menang keras
1657,29,2024,"hei bisa check ur dm, jadii gaa",hei check ur dm
1658,30,2024,Give away lge,give away lge
1659,31,2024,"Happy birthday bang   sehat dan sukses trs, bismillah dpt bantuan seikhlas🙏",happy birthday bang sehat sukses bismillah bantu ikhlas lipat tangan
1660,32,2024,Kooo   pengen ditraktirrrrrrrr ulangtaunnn koko🔥🔥🔥🔥🔥 Wkwkk,pengin traktir ulangtaun koko api api api api api wkwk
1661,34,2024,"pernah ke gereja gk,kuliat liat iman mu lemah",gereja liat lihat iman mu lemah
1662,36,2024,Cowok starboy ter wahh wahhh 2024🔥🔥,cowok starboy ter api api
1663,37,2024,Mending buat saya bang duitnya.. Lebih bermanfaat,mending bang duit manfaat
1664,38,2024,Wah g bisa dibiarin selingkuh lagi dia gua kasih tau nih sama  ,biar selingkuh gua kasih tau nih
1665,39,2024,Bagi2 rezeki nya KA Ricci bismilah 500 aj,bagibagi rezeki nya kak ricci bismilah
1666,40,2024, ._ wkwkw cosplay bat man, wkwkw cosplay banget man
1667,41,2024,Mau bilang iya tapi gk yakin diajak 😅,bilang iya ajak wajah senyum lebar dan keringat
1668,42,2024,Enak bangat bang Ricci punya banyak pacar bikin semua orang iri,enak banget bang ricci pacar bikin orang iri
1669,43,2024,hbd ko riccieee,hbd riccie
1670,44,2024, .eugene ya ampun 😭😭 dah nangis beneran ih… mana lehernya wow bangettt,eugene ya ampun wajah menang keras wajah menang keras deh menang benar ih leher wow banget
1671,46,2024,Selamat ulang tahun koko yang baik hati hati dan tidak sombong  ,selamat ulang koko hati hati sombong
1672,47,2024,Ganteng kali kak 😍,ganteng kali kak wajah senyum lebar mata hati
1673,48,2024,Dunia hanya sementara🔥,dunia api
1674,49,2024,Senja semakin menyala🔥😍,senja nyala api wajah senyum lebar mata hati
1675,50,2024,Insecure mahh😂😂😂,insecure mah wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
1676,52,2024,Maaf salah satu pacar kk ada yang sedikit jelek🤭,maaf salah pacar jelek wajah dengan tangan tutup mulut
1677,53,2024,"Itumah dari jarak 10km juga bakal keliatan,,,, consealernya",itumah jarak km consealernya
1678,54,2024,Kebanyakan tidur itu😂,banyak tidur wajah gembira urai air mata
1679,56,2024,Itu kenapa concealernya mba silauu bgt,concealernya mbak silau banget
1680,57,2024,Menyala elsi nya hha😁😁,nyala elsi nya hha wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia
1681,58,2024,Lu cacimo bang 😢😢😢,lu cacimo bang wajah menang wajah menang wajah menang
1682,59,2024,Bnyk bet bnk 😃,banget bang wajah senyum lebar
1683,60,2024, .fatur53 apa hubungan nya palestine sama post ini?,fatur hubung nya palestine post
1684,62,2024,Lu tuh ganteng ngapa cewenya ke giti smua sih😭,lu tuh ganteng ngapa cewenya sih wajah menang keras
1685,66,2024,Concealer bawah mata udh ky cahaya ilahi😭😭,concealer mata kaya cahaya ilahi wajah menang keras wajah menang keras
1686,69,2024,"Udah jadi keturunan Hotman Paris nih kek nya si abg? , wkwkw",turun hotman paris nih kayak nya sih abang wkwkw
1687,70,2024,Ko mo uang jjn buat ngekost,uang jjn ngekost
1688,72,2024,Menyala bos ku,nyala bos ku
1689,73,2024,Hadir kota Makassar,hadir kota makassar
1690,74,2024,"Bang bagi duit buat bayar kontrakan, ini kontrakan sudah telat. sudah di tagih terus sama yang punya kontrakan🙏",bang duit bayar kontra kontra telat tagih kontra lipat tangan
1691,75,2024,Banyak banget. Cewe nya bagi satu ge ka😭,banget cewek nya ge kak wajah menang keras
1692,76,2024,Pacar 21 OTW   🔥😂,pacar otw api wajah gembira urai air mata
1693,77,2024,Lupa blnd ya kak😭,lupa blnd ya kak wajah menang keras
1694,79,2024,Ternyata cinta dan harta tak mungkin jauh terpisah,cinta harta pisah
1695,80,2024,Menyala abang ku🔥🔥🔥🔥,nyala abang ku api api api api
1696,81,2024,Bang Beliin Gw Sepatu Nanti W Kasih Kontak Cewe Cantik + Sultan,bang belikan gue sepatu gue kasih kontak cewek cantik sultan
1697,82,2024,Tadi aku kira itu yg diujung vilmei,ujung vilmei
1698,84,2024,Dimnaa tuh,dimna tuh
1699,85,2024,Buktiin dong kak. Mau dong kak 1 hp ip termahal yg belakang nya kristal,bukti kak kak hp ip mahal nya kristal
1700,86,2024,Mas nya muslim gak mas??,mas nya muslim mas
1701,87,2024,bang ngonten bareng bule barbie bangg,bang ngonten bareng bule barbie bang
1702,88,2024,bang mau ip udah polow,bang ip polow
1703,89,2024,Inget mati wooy,mati wooy
1704,90,2024,Ini pacar nya??Bkl di nikahin apa nggk sihh😂😂,pacar nya bkl nikah sih wajah gembira urai air mata wajah gembira urai air mata
1705,91,2024,Menyala abangku  ,nyala abang
1706,92,2024,Y gk lah... Gk kuat..,ya kuat
1707,93,2024,Dasar cowok pegambil cewek orang vilme aja mau di ambil sama dia,dasar cowok pegambil cewek orang vilme ambil
1708,94,2024,Aku juga pengen kaya gitu dong bang,pengin kayak bang
1709,95,2024,Beneran itu pacarnya sema,benar pacar sema
1710,96,2024,Yg intinya menang banyak dah,inti menang deh
1711,97,2024,RATAIIN GAAA MAKEUPNYA MBA👁️👄👁️ 😭,rataiin makeupnya mbak satu mata mulut satu mata wajah menang keras
1712,98,2024,"Kali"" Pacar nya yng hijaban dong 😅",kali pacar nya hijab wajah senyum lebar dan keringat
1713,99,2024,Ka riccie ganteng nya,kak riccie ganteng nya
1714,100,2024,Lu sasimo amat anjingg,lu sasimo anjing
1715,101,2024,Cwok yg paling banyak cwek nya,cowok cewek nya
1716,102,2024,Showroom JKT48 ada zx,showroom jkt zx
1717,103,2024,EeKelaRen lu WaRnA ApA BoOs,eekelaren lu warna boos
1718,105,2024,Cara ngomong nya kan ada motor zx ngapa terlalu kaya jadinya kepedean,omong nya motor zx ngapa kayak kepedean
1719,106,2024,"Sebelum diajak tidur, sesudah diajak tidur cari yg baru 😂",ajak tidur ajak tidur cari wajah gembira urai air mata
1720,107,2024,  jjiinnkkk😂😂😂,jjiinnk wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
1721,110,2024,Lu harus tau  ,lu tau
1722,111,2024,Mending beli mobil supra Turbo😭😭,mending beli mobil supra turbo wajah menang keras wajah menang keras
1723,112,2024,Muka kayak tutup botol yakult kalo duit banyak yaaa no problem,muka kayak tutup botol yakult kalo duit ya no problem
1724,113,2024,Harley di belakang lebih menarikk 😍😍,harley tarik wajah senyum lebar mata hati wajah senyum lebar mata hati
1725,116,2024,Dari pada itu mending ducati,mending ducati
1726,117,2024,Suruh beli bmw 1000cc aja,suruh beli bmw c
1727,118,2024,Potong rambut bang,potong rambut bang
1728,119,2024,gaya batt lu,gaya banget lu
1729,120,2024, .id ❤️❤️,id hati merah hati merah
1730,121,2024,kk ini kameranya pakai apa?,kamera pakai
1731,122,2024,Setingan mulu hidup lu ngak ada yanv ngak setingan wkwkwkwkwk,ting mulu hidup lu yanv ting wkwkwkwkwk
1732,125,2024,Nama saya Morgan,nama morgan
1733,127,2024,Tau zx ma motor termahal kgk sih bng?,tau zx motor mahal kgk sih bang
1734,128,2024,Kak ricce waktu Sarah masuk motor liat apanya,kak ricce sarah masuk motor lihat apa
1735,130,2024,"Motor termahal 1,7 lawak?",motor mahal lawak
1736,131,2024,Sehrga lambo jir😂😂,sehrga lambo jir wajah gembira urai air mata wajah gembira urai air mata
1737,132,2024,Minimal uang ku 1 trilion lah,minimal uang ku trilion
1738,133,2024,  JMK 😍,jmk wajah senyum lebar mata hati
1739,134,2024, .id kak lari kak,id kak lari kak
1740,135,2024,Ni orang y itu bukan zx,nih orang ya zx
1741,136,2024,woy rambut landak tar duit abis ga bisa apa apa😂😂,woy rambut landak entar duit habis wajah gembira urai air mata wajah gembira urai air mata
1742,137,2024,APAKAH HARUS PUNYA 30 PACAR??!!,pacar
1743,138,2024,Suruh beli h2r 100 biji,suruh beli hr biji
1744,139,2024,Btw kok lu mau si sar .,btw lu sih sar
1745,140,2024,Nama saya tu kak Morgan,nama kak morgan
1746,141,2024,Rambut nya bng ricih cetar membahenol 🗿🗿🗿🗿,rambut nya bang ricih cetar bahenol moa moa moa moa
1747,142,2024,Yaelah... Bang bang... Dari pada beli yg kyk begituan mendingan bagi uang ke aja😌,yaelah bang bang beli kayak begitu mending uang wajah lega
1748,143,2024,Beda jauh loh bg🗿,beda loh bang moa
1749,144,2024, .id zx25r kan yang 4 syilinder 😢,id zxr syilinder wajah menang
1750,145,2024,Teguh suwndy aman aman?  .suwandi,teguh suwndy aman aman suwandi
1751,146,2024, .k apa bjir,ke bjir
1752,148,2024,  bg kamu nengok siapa bg ngaku,bang tengok bang aku
1753,149,2024,Kak minimal motor bmw,kak minimal motor bmw
1754,150,2024, .id motor GP kawasaki aja 🤣,id motor gp kawasaki tertawa terbahakbahak
1755,151,2024, .id  ka sarah klo misalnya ditanya mau jadi pacarnya aps ga bilang aja gamau,id kak sarah kalo pacar aps bilang
1756,152,2024,Bang apasih lu anjing mending kasih orng yg miskin gabisa apa² jangan kek gitu etar lagi akhirat lohh klo ke gitu,bang apasih lu anjing mending kasih orang miskin apa kayak etar akhirat loh kalo
1757,153,2024,Darimana uang nya?,darimana uang nya
1758,154,2024,Tunggu itu kok bisa masuk ke sency?,tunggu masuk sency
1759,155,2024,scan apaan tuuu,scan
1760,156,2024, .id engga setingga 🤪,id setingga wajah konyol
1761,157,2024,Punya lu bang?,lu bang
1762,158,2024,1.7m beli hindo Dutro 😂seru,m beli hindo dutro wajah gembira urai air mata seru
1763,159,2024,"Gua kira motor termahal Dodge Tomahawk V10 Superbike dengan harga 6,6 miliar 🗿",gua motor mahal dodge tomahawk v superbike harga miliar moa
1764,160,2024,Suzuki hayabusa brp ?,suzuki hayabusa
1765,161,2024, .id kk jangan sampe lu ama dia jirr 30 pacar wkwkwk😂,id lu jir pacar wkwkwk wajah gembira urai air mata
1766,162,2024,selera sarah motor ninja,selera sarah motor ninja
1767,163,2024, .p065 sementara 20 orang meng iya kan wkwkwk,p orang meng iya wkwkwk
1768,164,2024,Kaya kaya tpi bodoh juga ya,kayak kayak bodoh ya
1769,165,2024,Lah? Kaya kenal morgannya siapa yaaa,kayak kenal morgannya ya
1770,167,2024,Wow 😍,wow wajah senyum lebar mata hati
1771,168,2024,Apasih ZX,apasih zx
1772,170,2024,Itu pipi boleh kah di cubit,pipi kah cubit
1773,171,2024,Apa kabar ducati v4 superleggera?,kabar ducati v superleggera
1774,172,2024,ZX itu mobil,zx mobil
1775,173,2024,Pinjem orangg mobilnya itu,pinjem orang mobil
1776,174,2024, .id pacar barumu ya sar..?? Jelek bgt,id pacar baru ya sar jelek banget
1777,175,2024,"Contoh orang yg dapet warisan dari orang tua nya dan tidak berpendidikian, motor ZX aja kagak tau l0l.",contoh orang waris orang tua nya berpendidikian motor zx kagak tau ll
1778,176,2024,Elahh konten doang bukan di kasih jugaa wkwkw,elah konten doang kasih wkwkw
1779,179,2024,Minimal helikopter lh bg,minimal helikopter bang
1780,180,2024,smoga settingan lah masa demi uang mau sma org kaya gitu,moga settingan uang orang kayak
1781,182,2024, .suwandi kasih bang ZX,suwandi kasih bang zx
1782,184,2024,  udah 24thn itu bu,thn bu
1783,185,2024,"  RASIS KAU!!! 
SEHAT??? 
GA USAH BAWA CHINA CHINA NGACA SITU!!!!",ras kau sehat bawa china china kaca situ
1784,186,2024,Uang jajan buat anak ku aja kak,uang jajan anak ku kak
1785,187,2024,Seandainya hidup seindah konten🤣🤣🤣,anda hidup indah konten tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak
1786,188,2024,"Bagi"" nya orang yg susah dong ,follow pun tidak akan merubah",nya orang susah follow rubah
1787,189,2024,  ngemis 😂,ngemis wajah gembira urai air mata
1788,191,2024,Gas ajh uang banyak wkwkw.,gas uang wkwkw
1789,192,2024,Minimal MOTOR DAN KERETA BECAMPUR JADI KERETEMOTOR TERSESAT,minimal motor kereta becampur keretemotor sesat
1790,193,2024, .19 wkwkw,wkwkw
1791,194,2024,Dia mah gk ngerti motor,mah erti motor
1792,195,2024,Ka galang donasi buat palistin dong,kak galang donasi palistin
1793,196,2024,Pengen rasain punya iPhone max😢,pengin rasai iphone max wajah menang
1794,197,2024, .id Jangn mau kk sarah dia sasimo,id jangn sarah sasimo
1795,198,2024,Jangn mau kk sarah,jangn sarah
1796,199,2024, .suwandi REST IN PEACE BANG,suwandi rest peace bang
1797,201,2024,Apasi setingan lawak,apas ting lawak
1798,203,2024,Kalian cocok banget,cocok banget
1799,204,2024,👏👏👏😍🔥🔥🔥good job,tepuk tangan tepuk tangan tepuk tangan wajah senyum lebar mata hati api api api good job
1800,205,2024,"Km kan kayak, jadi aku mau minta 100 jt boleh thr nya boleh dong,",kayak juta thr nya
1801,208,2024,Sehat sehat slalu ..Boooss,sehat sehat boos
1802,210,2024,  scam nih org,scam nih orang
1803,211,2024,123 nggak pacaran sama rambut putih biar aku nggak mau foto,pacar rambut putih biar foto
1804,212,2024,"nama kita sama, cuman beda I aja",nama cuman beda i
1805,213,2024,Mau di kasih duit 50 juta😁🥺🥺😢🙏🏻🥰😍😍,kasih duit juta wajah gembira dengan mata bahagia wajah memelas wajah memelas wajah menang lipat tangan warna kulit cerah wajah senyum dengan hati wajah senyum lebar mata hati wajah senyum lebar mata hati
1806,215,2024,video bagi² thr nya di hapus wkwk,video bagi thr nya hapus wkwk
1807,217,2024,Mauu aja tuh cewek sama di RICCIE,tuh cewek riccie
1808,218,2024,Rambut kayak kesetrum,rambut kayak setrum
1809,219,2024,Uuuuuuuuuuuuu Playboy,lu playboy
1810,220,2024,86jt kemana beritanya nih..bangkrut apa😂,jt mana berita nih bangkrut wajah gembira urai air mata
1811,221,2024,Kak brani ngga pacarin ka vonzy kasih aku hp yahh,kak berani pacarin kak vonzy kasih hp ya
1812,222,2024,Butuk muu,butuk mu
1813,224,2024,Mau dong hadiahnya....,hadiah
1814,225,2024,rambut cukur bang gerah gw liatnya,rambut cukur bang gerah gue lihat
1815,226,2024,Omg dateng ke indonesia,omg indonesia
1816,227,2024,Ricinik bagi dong uang tunai buat rehab atap rumah saya udah rapuh di please...,ricinik uang tunai rehab atap rumah rapuh please
1817,228,2024,Mao di jadiin yang keberapa ini?,jadi berapa
1818,229,2024,Ka ke Indonesia aku udah Folow ka bawa aipon dong plis,kak indonesia folow kak bawa aipon plis
1819,230,2024,Bang lu gak bisa bahasa inggris kah 😂,bang lu bahasa inggris kah wajah gembira urai air mata
1820,231,2024,Kak aku vens kamu,kak vens
1821,233,2024,Asik dong kaj❤️❤️❤️,asik kak hati merah hati merah hati merah
1822,234,2024,"Bos riccienick, mau liat pacaran ya 😂😂😂😂 pasti seru ni... 😍😍",bos riccienick lihat pacar ya wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata seru nih wajah senyum lebar mata hati wajah senyum lebar mata hati
1823,235,2024,Percuma 0 like bg gw kok ga dapet,like bang gue
1824,236,2024,Kak rici udah paket lengkap ni bismillah 10000000,kak rici paket lengkap nih bismillah
1825,238,2024,Seperti nya perlu cukur rambut,nya cukur rambut
1826,239,2024,Wow Kren banget ❤️❤️❤️❤️❤️,wow keren banget hati merah hati merah hati merah hati merah hati merah
1827,241,2024,Cantik banget,cantik banget
1828,242,2024,Kono sntrumm,kono sntrum
1829,243,2024,Menyala ABG ku🔥 ,nyala abang ku api
1830,244,2024,THR nya weyyyyyyyy,thr nya wey
1831,245,2024,Binatang lu.capek kutunggu thr😂,binatang lucapek tunggu thr wajah gembira urai air mata
1832,247,2024,Mau dong THRnya,thrnya
1833,248,2024,RiccnickQ GK punya hp,riccnickq hp
1834,249,2024,Bule barbie di tinggalin 😢,bule barbie tinggal wajah menang
1835,251,2024,"udh kak beliin tas gunung wahahahah, Eiger yang putih coklat kalo asli wahahaha",kak belikan tas gunung wahahahah eiger putih coklat kalo asli wahahaha
1836,252,2024,thr 86 juta HOAX,thr juta hoax
1837,254,2024,KK aku udah paket lengkap aku mau hp hipone KK buat sekolah😢😢,paket lengkap hp hipone sekolah wajah menang wajah menang
1838,255,2024,Ajak ke danau toba,ajak danau toba
1839,259,2024,Gua mau juga bang😂,gua bang wajah gembira urai air mata
1840,260,2024,dapat hikmah nya aja😂,hikmah nya wajah gembira urai air mata
1841,262,2024,Menang banyak lu bang,menang lu bang
1842,263,2024,Selalu gercep😂,gercep wajah gembira urai air mata
1843,264,2024,Nyimak 86 ❤️,simak hati merah
1844,265,2024,Ga ada kabarnya THR 86 jt nya  ,kabar thr juta nya
1845,266,2024,THR 86 JUTA = HALUSINASI YA KAK?🔥,thr juta halusinasi ya kak api
1846,267,2024,Bang kapan thr 86jutanya,bang thr juta
1847,268,2024,Jadiin bang,jadi bang
1848,269,2024,Aku mau THR 10 juta saja koh tanpa admin,thr juta koh admin
1849,270,2024,Aku tantang kokoh bayarin lunas untuk 5 orang ke mekkah bisa tidakk ....lunasss tnpa minta aku balikan uangnyaa ...deallll,tantang kokoh bayarin lunas orang mek lunas balik uang deal
1850,271,2024,Konten konten hoaxx,konten konten hoax
1851,272,2024,Walaupun kita sering komen tapi ga pernah dapatt kann,komen
1852,275,2024,"mas maaf tenggarangan saya lepas dari kandang, soal nya itu hewan hama liar klo ga di tangkep merugikan masyarakat tolong di tangkep kalo ketemu",mas maaf tenggarang lepas kandang nya hewan hama liar kalo tangkap rugi masyarakat tolong tangkap kalo ketemu
1853,276,2024,Ko kapan undian THR 86jt nya nih🙌,undi thr jt nya nih angkat tangan
1854,277,2024,Yakalii kita yang usaha mereka yang bahagia.. 😂,yakali usaha bahagia wajah gembira urai air mata
1855,278,2024,Aku bang,bang
1856,279,2024,Aku vang,vang
1857,280,2024,86jt hoaaxxxxx miskin ngaku kaya,jt hoaax miskin aku kayak
1858,281,2024,Kak kapan pengumuman thr nya. Lagi butuh banget. Moga rejeki,kak umum thr nya butuh banget moga rejeki
1859,282,2024,THR nya ditunggu Ka Riccienick,thr nya tunggu kak riccienick
1860,283,2024,uang banyak tapi cukur rambut ko sulit,uang cukur rambut sulit
1861,285,2024,Booong aj mau 86 jt nyaa,boong juta nya
1862,286,2024,Mau iPhone 11,iphone
1863,287,2024,THR online nya GK pernah di bagi bagi lagi nih😒  bang gua punya tantangan bisa GK bang makan sushi tapi tangan kanan dan kiri di lakban 😎   bismillahirrahmanirrahim 500.000,thr online nya nih wajah bosan bang gua tantang bang makan sushi tangan kanan kiri lakban wajah kacamata hitam bismillahirrahmanirrahim
1864,288,2024,Bule barbie di lupakan?,bule barbie lupa
1865,289,2024,Hidup hanya sekali jadi lah bermanfaat 😂,hidup manfaat wajah gembira urai air mata
1866,290,2024,Hoax gak tu 😂,hoax wajah gembira urai air mata
1867,292,2024,Apa coba,coba
1868,293,2024,Yaelah gajadi,yaelah gajadi
1869,295,2024,  siap,
1870,296,2024, .ml103 😂😂,ml wajah gembira urai air mata wajah gembira urai air mata
1871,297,2024,Ka mana pengumuman thr,kak umum thr
1872,298,2024,Aku kak thre86 juta,kak thre juta
1873,299,2024,Selalu gitu,
1874,300,2024,  mungkin di tik tok kali😂,tik tok kali wajah gembira urai air mata
1875,303,2024,Bismillahirrahmanirrahim bantu beli beras,bismillahirrahmanirrahim bantu beli beras
1876,304,2024,  sama,
1877,306,2024,Ga semua bule itu pintar.,bule pintar
1878,307,2024,Jangan sok keren bro,sok keren bro
1879,308,2024,Cukur bro kaya singa,cukur bro kayak singa
1880,309,2024,pede kali laki2 ini😂,percaya kali lakilaki wajah gembira urai air mata
1881,311,2024,Rambut nya kaya landakk😢,rambut nya kayak landak wajah menang
1882,313,2024,  iya yah kenapa ga beli sisir padahal rambutnya gondrong😂😂😂😂😂😂,iya ya beli sisir rambut gondrong wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
1883,315,2024,"Mending ajak ke hotel biar gak kemana""",mending ajak hotel biar mana
1884,316,2024,Peleyboy cokk,peleyboy cok
1885,317,2024,Unik lu,unik lu
1886,318,2024,Sombong bgt duit banyak cuman titipan,sombong banget duit cuman titip
1887,319,2024,Bagus bgt syarat nya,bagus banget syarat nya
1888,320,2024,Bang pacar kan cinta luna,bang pacar cinta luna
1889,321,2024,Semoga vidio ini tidak sampai ke Ragil,moga vidio ragil
1890,322,2024,Yang like gw doain lu pada sukses,like gue doain lu sukses
1891,323,2024,Bjir banyak bet cewek lu bg😪,bjir banget cewek lu bang wajah antuk
1892,324,2024,  aku sudah Nemu Ig nya bang namanya pramayshella,nemu ig nya bang nama pramayshella
1893,325,2024,Aiy mau aypon❤️❤️❤️❤️,aiy aypon hati merah hati merah hati merah hati merah
1894,326,2024,   ,
1895,327,2024,Bener banget lu harusnya pacaran sama ragil😂😂😂😂😂,banget lu pacar ragil wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
1896,328,2024,"Mntp kak bule,",mntp kak bule
1897,329,2024,Koyok Taek Telekkkk,koyok tahi telek
1898,330,2024,Takut nya dia kristen trs yang bule berbie kan lebih tertarik untuk Islam,takut nya kristen bule berbie tarik islam
1899,331,2024,Kok Mao sih sama landak firaun,sih landak firaun
1900,332,2024,"setuju kata bule sih,yang aga laen tuh landak pirang ini",tuju bule sih aga tuh landak pirang
1901,333,2024,Ngakak sama syaratnya😂,akak syarat wajah gembira urai air mata
1902,334,2024,"Wah bawa"" nama sayah bang 😂",bawa nama sayah bang wajah gembira urai air mata
1903,336,2024,  ada yg manggil kamu ni...,manggil nih
1904,337,2024,Utamakan mandi,utama mandi
1905,339,2024,❤️❤️❤️❤️ beautyful ❤️ mantap,hati merah hati merah hati merah hati merah beautyful hati merah mantap
1906,340,2024,Gw tunggu ya rambut petir🗿,gue tunggu ya rambut petir moa
1907,341,2024,Mantap bule barbie,mantap bule barbie
1908,342,2024,Setuju pendapat bule ny😂😂,tuju dapat bule nya wajah gembira urai air mata wajah gembira urai air mata
1909,344,2024,  bagi gue aja sih 🤞🙏🙏,gue sih jari silang lipat tangan lipat tangan
1910,345,2024,Kk bule kurang cocok sm kk riccienick,bule cocok riccienick
1911,346,2024,Makan tu biji ragil,makan biji ragil
1912,347,2024,Gw langsung nyari ig nya ragill😂,gue langsung cari ig nya ragil wajah gembira urai air mata
1913,349,2024,  🗿,moa
1914,350,2024,Ayo like 1jt biar si landak kuning nikah Ama ragil,ayo like jt biar sih landak kuning nikah ragil
1915,351,2024,Ya tuh si landak harus ganti warna hijau kaya bunglon trus lu pacarin Ragil 😂,ya tuh sih landak ganti warna hijau kayak bunglon lu pacarin ragil wajah gembira urai air mata
1916,352,2024,Mantap rasain tu pacaran sama Ragil wkwkwk,mantap rasai pacar ragil wkwkwk
1917,354,2024,mampus kontol,mampus kontol
1918,355,2024,  biar nopeng rambutnya,biar nopeng rambut
1919,357,2024,Namanya dasha bukan bule 🗿,nama dasha bule moa
1920,359,2024,Sasimo banget lu anj rambut lu sisir dulu😂🔥,sasimo banget lu anjing rambut lu sisir wajah gembira urai air mata api
1921,361,2024,Parah si kalo sampe pcrn,parah sih kalo pacar
1922,362,2024,Cocok gak sih🤔,cocok sih wajah pikir
1923,363,2024,Promosi eljbt dengan gaya 🗿,promosi eljbt gaya moa
1924,364,2024,Mando tot,mando entot
1925,366,2024,ini keliannkulit paok awas kau selingkuh kukutknkau,keliannkulit paok awas kau selingkuh kukutknkau
1926,367,2024,Abis tu lari Barbie jangan mau sama orang yang gak pernah sisiran,habis lari barbie orang sisir
1927,368,2024,Bagussss 😂😂,bagus wajah gembira urai air mata wajah gembira urai air mata
1928,369,2024,"Serius nanya, itu rambut tren apa orang gila😃. Klo tren tren dari mna? Tapi klo orang gila rapih orang gila😃",serius rambut tren orang gila wajah senyum lebar kalo tren tren kalo orang gila rapi orang gila wajah senyum lebar
1929,370,2024,Bang coba gundulin rambutmu pasti tambah genteng,bang coba gundulin rambut genteng
1930,371,2024,"Yang aku mau Bule Barbie-nya, mau jadi istri aku ga? 😮",bule barbienya istri wajah dengan mulut buka
1931,372,2024,Mantap nih kak bule😂,mantap nih kak bule wajah gembira urai air mata
1932,373,2024,Ayo semangat semangat like nya 🗿,ayo semangat semangat like nya moa
1933,374,2024,Si pengemis followers,sih emis followers
1934,376,2024,🔥🔥menyala ragil,api api nyala ragil
1935,377,2024,Jangan mau sama gembel sesat,gembel sesat
1936,378,2024,Sbnry rmbut mu itu mo cosplay jdi gojo atau kang ojol bg,sbnry rambut mu cosplay gojo kang ojol bang
1937,379,2024,Minimal rambut di sisir Kon iku lho kyk wong gendeng ga ados sak ulan,minimal rambut sisir kon iku lho kayak gendeng ados sak ulang
1938,380,2024,jangan di like gais vid nya🗿,like gais vid nya moa
1939,381,2024,"Udah nolak secara halus itu bule, lebih cocok sm ragil😂",nolak halus bule cocok ragil wajah gembira urai air mata
1940,382,2024,Bule sesat,bule sesat
1941,383,2024,Bontee bule🗿,bonte bule moa
1942,384,2024,We cok like cepet biar Ragil jadi pacarnya😂😂,we cok like cepat biar ragil pacar wajah gembira urai air mata wajah gembira urai air mata
1943,385,2024,"Perasaan dia pernah nembak Jessica Efendi dia ngomong gini ""kamu cocok nih jadi pacar aku ke 33 "" terus Jessica nolak dasar buayaaaaa sasimoooo",asa tembak jessica efendi omong cocok nih pacar jessica nolak dasar buaya sasimo
1944,386,2024,Cewe di dunia diambil semua njir sama dia😭😭,cewek dunia ambil anjir wajah menang keras wajah menang keras
1945,387,2024,Sangat cocok dengan ragil,cocok ragil
1946,388,2024,like gaes likee!!,like gaes like
1947,389,2024,Ayo pacarin Ragil ayo ayooo,ayo pacarin ragil ayo ayo
1948,390,2024,Buukna siga sungokong wkwk,buukna siga sungokong wkwk
1949,391,2024,Pacarin lucinta bang,pacarin lucinta bang
1950,392,2024,Orang Indonesia mengidolakan orang Jerman ❎ orang Jerman mengidolakan Ragil ✅,orang indonesia idola orang jerman tombol tanda silang orang jerman idola ragil tanda centang putih tebal
1951,393,2024,Sempetan jadi pacar parah si,sempetan pacar parah sih
1952,394,2024,𝑱𝒂𝒏𝒈𝒂𝒏 𝒎𝒂𝒖 𝒋𝒅 𝒑𝒂𝒄𝒂𝒓 𝒏𝒚𝒂 🐊𝒃𝒖𝒂𝒚𝒂 𝒅𝒂𝒓𝒂𝒕,     buaya  
